P_id,Proof,P_name,P_type,P_raw,S_id,S_name,S_cui_entrezid,S_SMTY,S_raw,O_id,O_name,O_cui_entrezid,O_SMTY,O_raw
D10676663.P6,"Moreover, the       expression of Drg-1 is controlled by several known cell differentiation reagents,       such as ligands of peroxisome proliferator-activated receptor gamma (troglitazone       and BRL46593) and of retinoid X receptor (LG268), and histone deacetylase       inhibitors (trichostatin A, suberoylanilide hydroxamic acid, and tributyrin).",ISA,SPEC,"histone deacetylase       inhibitors (trichostatin A,",D10676663.E66,Vorinostat,C0672708,orch,suberoylanilide hydroxamic acid,D10676663.E64,Histone deacetylase inhibitor,C1512474,aapp,histone deacetylase       inhibitors
D10676663.P7,Functional studies revealed that overexpression of Drg-1 in       metastatic colon cancer cells reduced in vitro invasion through Matrigel and       suppressed in vivo liver metastases in nude mice.,PROCESS_OF,PREP,in ,D10676663.E90,Secondary malignant neoplasm of liver,C0494165,neop,liver metastases,D10676663.E91,"Mice, Nude",C0025932,mamm,nude mice
D10680884.P1,Differentiation of primary and metastatic clear cell tumors in the liver by in       situ hybridization for albumin messenger RNA.,LOCATION_OF,PREP,in ,D10680884.E3,Liver,C0023884,bpoc,liver,D10680884.E2,Clear cell tumor,C1265994,neop,clear cell tumors
D10680884.P2,"Clear cell neoplasms presenting as metastatic hepatic masses may be difficult to        differentiate histologically and immunohistochemically from hepatocellular       carcinoma (HCC) with prominent clear cell features, especially in small biopsy       specimens.",LOCATION_OF,MOD_HEAD,hepatic masses ,D10680884.E8,Hepatic,C0205054,blor,hepatic,D10680884.E9,Metastatic Mass,C1334721,fndg,metastatic hepatic masses
D10680884.P3,"Clear cell neoplasms presenting as metastatic hepatic masses may be difficult to        differentiate histologically and immunohistochemically from hepatocellular       carcinoma (HCC) with prominent clear cell features, especially in small biopsy       specimens.",LOCATION_OF,PREP,in ,D10680884.E17,Biopsy sample,C0677862,tisu,biopsy       specimens,D10680884.E12,Liver carcinoma,C2239176,neop,hepatocellular       carcinoma
D10680884.P4,"In situ hybridization (ISH) for albumin messenger RNA (mRNA) has been        previously shown to be sensitive and specific for the detection of hepatocellular       differentiation, but its use for the identification of clear cell HCC has not       been previously evaluated.",METHOD_OF,PREP,for ,D10680884.E18,In Situ Hybridization,C0162788,mbrt,In situ hybridization,D10680884.E22,Detection,C1511790,topp,detection
D10680884.P5,"Forty-two clear cell tumors were used as a control group: 21 metastatic clear       cell tumors to the liver (14 renal cell carcinomas and 7 adrenal cortical       carcinomas) and 21 primary clear cell tumors of the retroperitoneum (10 renal       cell carcinomas, 5 adrenal cortical adenomas, 4 adrenal cortical carcinomas, and        2 ovarian carcinomas).",LOCATION_OF,PREP,of ,D10680884.E62,Retroperitoneal Space,C0035359,bsoj,retroperitoneum,D10680884.E57,Clear cell tumor,C1265994,neop,clear       cell tumors
D10680884.P6,"Forty-two clear cell tumors were used as a control group: 21 metastatic clear       cell tumors to the liver (14 renal cell carcinomas and 7 adrenal cortical       carcinomas) and 21 primary clear cell tumors of the retroperitoneum (10 renal       cell carcinomas, 5 adrenal cortical adenomas, 4 adrenal cortical carcinomas, and        2 ovarian carcinomas).",LOCATION_OF,PREP,of ,D10680884.E62,Retroperitoneal Space,C0035359,bsoj,retroperitoneum,D10680884.E61,Clear cell tumor,C1265994,neop,clear cell tumors
D10680884.P7,Clear cell HCC expressed AFP (15 cases; 50%) and polyclonal       CEA (19 cases; 63%).,PRODUCES,VERB,expressed ,D10680884.E73,Clear Cell Hepatocellular Carcinoma,C1333067,neop,Clear cell HCC,D10680884.E77,,"1048,1084,5670",aapp,CEA
D10680884.P8,Clear cell HCC expressed AFP (15 cases; 50%) and polyclonal       CEA (19 cases; 63%).,PRODUCES,VERB,expressed ,D10680884.E73,Clear Cell Hepatocellular Carcinoma,C1333067,neop,Clear cell HCC,D10680884.E74,,174,aapp,AFP
D10680884.P9,Tumors expressed either AFP or polyclonal CEA in 23 cases       (77%).,PRODUCES,VERB,expressed ,D10680884.E79,Neoplasms,C0027651,neop,Tumors,D10680884.E82,,"1048,1084,5670",aapp,CEA
D10680884.P10,Tumors expressed either AFP or polyclonal CEA in 23 cases       (77%).,PRODUCES,VERB,expressed ,D10680884.E79,Neoplasms,C0027651,neop,Tumors,D10680884.E81,,174,aapp,AFP
D10680884.P11,Elevated serum AFP was present in 24 of 26 cases (92%).,LOCATION_OF,MOD_HEAD,serum AFP ,D10680884.E85,Serum,C0229671,bdsu,serum,D10680884.E86,,174,aapp,AFP
D10680884.P12,These results       indicate that ISH for albumin mRNA is a useful method to distinguish clear cell       HCC from other clear cell carcinomas metastatic to the liver and clear cell       neoplasms in the retroperitoneum.,LOCATION_OF,PREP,in ,D10680884.E99,Retroperitoneal Space,C0035359,bsoj,retroperitoneum,D10680884.E96,"Adenocarcinoma, Clear Cell",C0206681,neop,clear cell carcinomas
D10680884.P13,These results       indicate that ISH for albumin mRNA is a useful method to distinguish clear cell       HCC from other clear cell carcinomas metastatic to the liver and clear cell       neoplasms in the retroperitoneum.,LOCATION_OF,PREP,in ,D10680884.E99,Retroperitoneal Space,C0035359,bsoj,retroperitoneum,D10680884.E98,Clear cell tumor,C1265994,neop,clear cell       neoplasms
D10692445.P1,NFkappaB mediates apoptosis through transcriptional activation of Fas (CD95) in       adenoviral hepatitis.,AFFECTS,VERB,mediates ,D10692445.E1,NF-kappa B,4790,aapp,NFkappaB,D10692445.E2,Apoptosis,C0162638,celf,apoptosis
D10692445.P2,NFkappaB mediates apoptosis through transcriptional activation of Fas (CD95) in       adenoviral hepatitis.,ASSOCIATED_WITH,PREP,in ,D10692445.E4,,355,gngm,Fas,D10692445.E6,adenovirus hepatitis,C1112306,dsyn,adenoviral hepatitis
D10692445.P3,"However, NFkappaB is also        a main mediator of the cellular response to a variety of extracellular stress       stimuli, and it has been shown that some viral-induced host cell apoptosis       appears to be dependent on NFkappaB activation.",CAUSES,ADJ,induced ,D10692445.E17,NF-kappa B,4790,gngm,NFkappaB,D10692445.E29,positive regulation of NF-kappaB transcription factor activity,C1523116,celf,NFkappaB activation
D10692445.P4,We have assessed the role of NFkB during the early       phase of adenoviral hepatitis in a nude mouse model using an adenoviral vector       expressing a mutant form of IkappaBalpha.,INTERACTS_WITH,VERB,expressing ,D10692445.E41,Adenoviral Vector,C1510800,nnon,adenoviral vector,D10692445.E44,NFKBIA gene,4792,aapp,IkappaBalpha
D10692445.P5,We have assessed the role of NFkB during the early       phase of adenoviral hepatitis in a nude mouse model using an adenoviral vector       expressing a mutant form of IkappaBalpha.,AFFECTS,NOM,role ,D10692445.E38,adenovirus hepatitis,C1112306,dsyn,adenoviral hepatitis,D10692445.E40,Mouse Model,C2986594,emod,mouse model
D10692445.P6,"Administration of a LacZ-expressing       adenoviral vector induces NFkB DNA and correlates with the up-regulation of Fas       (CD95) mRNA, but not FasL (CD95L) mRNA, during the early phase of adenoviral       hepatitis.",PART_OF,MOD_HEAD,NFkB DNA ,D10692445.E48,DNA,C0012854,bacs,DNA,D10692445.E47,NF-kappa B,C0079904,aapp,NFkB
D10692445.P7,"Administration of a LacZ-expressing       adenoviral vector induces NFkB DNA and correlates with the up-regulation of Fas       (CD95) mRNA, but not FasL (CD95L) mRNA, during the early phase of adenoviral       hepatitis.",PRODUCES,VERB,expressing ,D10692445.E45,LacZ Genes,C0022959,gngm,LacZ,D10692445.E46,Adenoviral Vector,C1510800,nnon,adenoviral vector
D10692445.P8,"Administration of a LacZ-expressing       adenoviral vector induces NFkB DNA and correlates with the up-regulation of Fas       (CD95) mRNA, but not FasL (CD95L) mRNA, during the early phase of adenoviral       hepatitis.",STIMULATES,NOM,up-regulation ,D10692445.E48,DNA,C0012854,bacs,DNA,D10692445.E50,,355,gngm,Fas
D10692445.P9,The rapid increase in NFkappaB DNA binding after adenoviral infection        of the liver could be very effectively inhibited by IkappaBalpha.,INHIBITS,VERB,inhibited ,D10692445.E66,I Kappa B-Alpha,C0126732,aapp,IkappaBalpha,D10692445.E61,NF-kappa B,4790,aapp,NFkappaB
D10692445.P10,The rapid increase in NFkappaB DNA binding after adenoviral infection        of the liver could be very effectively inhibited by IkappaBalpha.,LOCATION_OF,PREP,of ,D10692445.E64,Liver,C0023884,bpoc,liver,D10692445.E63,Adenoviral infections,C0851887,dsyn,adenoviral infection
D10692445.P11,"Compared with       the LacZ control virus, the IkappaBalpha-expressing adenoviral vector inhibits       the increase of Fas (CD95) mRNA expression, in particular in the very early phase       of the hepatitis.",PRODUCES,VERB,expressing ,D10692445.E69,I Kappa B-Alpha,C0126732,gngm,IkappaBalpha,D10692445.E70,Adenoviral Vector,C1510800,nnon,adenoviral vector
D10692445.P12,"Compared with       the LacZ control virus, the IkappaBalpha-expressing adenoviral vector inhibits       the increase of Fas (CD95) mRNA expression, in particular in the very early phase       of the hepatitis.",INTERACTS_WITH,NOM,control ,D10692445.E69,I Kappa B-Alpha,C0126732,aapp,IkappaBalpha,D10692445.E67,LacZ Genes,C0022959,aapp,LacZ
D10692445.P13,Reporter gene experiments in hepatoma cell lines with a Fas       promoter-luciferase construct indicated that the repression of Fas (CD95) mRNA by       IkappaBalpha was transcriptionally mediated.,INHIBITS,NOM,repression ,D10692445.E90,I Kappa B-Alpha,C0126732,aapp,IkappaBalpha,D10692445.E87,,355,gngm,Fas
D10692445.P14,Reporter gene experiments in hepatoma cell lines with a Fas       promoter-luciferase construct indicated that the repression of Fas (CD95) mRNA by       IkappaBalpha was transcriptionally mediated.,PART_OF,PREP,with ,D10692445.E82,,355,gngm,Fas,D10692445.E81,Cultured Cell Line,C0007600,cell,cell lines
D10692445.P15,The functional relevance of the       NFkappaB-dependent increase in Fas (CD95) transcription was assessed by caspase 3       assays and terminal dUTP nick-end labeling tests.,USES,MOD_HEAD,caspase 3       assays ,D10692445.E100,Assay,C1510438,lbpr,assays,D10692445.E99,caspase-3,C0291573,aapp,caspase 3
D10692445.P16,"Compared with the control,       IkappaBalpha adenoviral infection resulted in reduced caspase 3 activity during       the early phase of viral hepatitis and in a prevention of liver cell apoptosis 24       h after adenoviral administration.",ASSOCIATED_WITH,PREP,in ,D10692445.E105,Adenoviral infections,C0851887,dsyn,adenoviral infection,D10692445.E107,caspase-3 activity,C1150132,moft,caspase 3 activity
D10692445.P17,Therefore our study demonstrates a new       pro-apoptotic function of NFkappaB in Fas (CD95)-mediated apoptosis of       hepatocytes.,COEXISTS_WITH,PREP,in ,D10692445.E117,NF-kappa B,4790,aapp,NFkappaB,D10692445.E118,,355,gngm,Fas
D10692445.P18,Therefore our study demonstrates a new       pro-apoptotic function of NFkappaB in Fas (CD95)-mediated apoptosis of       hepatocytes.,AFFECTS,ADJ,mediated ,D10692445.E115,pro-apoptosis,C3546359,celf,pro-apoptotic,D10692445.E122,Hepatocyte,C0227525,cell,hepatocytes
D10692445.P19,"Interestingly, NFkappaB mediates liver cell apoptosis upon viral       infection even in a phase where tumor necrosis factor-alpha is already induced,       as shown by the time curves of tumor necrosis factor-alpha serum levels.",AFFECTS,VERB,mediates ,D10692445.E123,NF-kappa B,4790,aapp,NFkappaB,D10692445.E124,hepatocyte apoptotic process,C3269241,celf,liver cell apoptosis
D10692769.P1,"E-cadherin is a transmembrane       glycoprotein that forms a complex with cytoplasmic proteins, termed catenins       because they link E-cadherin to the actin cytoskeleton.",PART_OF,PREP,with ,D10692769.E34,Cytoplasmic Protein,C1333198,bacs,cytoplasmic proteins,D10692769.E32,GPNMB gene,10457,aapp,transmembrane       glycoprotein
D10692769.P2,"Here, the transition from       the non-invasive to the invasive state was prevented by introduction into the       unstable non-invasive cells of either an extra CTNNA1 or a wild type hMSH6       mismatch repair gene. beta-catenin also participates at a complex which comprises       the adenomatous polyposis cancer protein APC.",ISA,MOD_HEAD,polyposis cancer ,D10692769.E82,Multiple polyps,C0334108,neop,polyposis,D10692769.E83,Malignant Neoplasms,C0006826,neop,cancer
D10692769.P3,"Downregulation of the E-cadherin/catenin       complex may occur in several ways amongst which are gene mutations, methylation       of 5'CpG dinucleotides within the promotor region of E-cadherin, tyrosine       phosphorylation of beta-catenin, cell surface expression of proteoglycans       sterically hindering E-cadherin and proteolytic release of fragments from the       extracellular part of E-cadherin.",PART_OF,PREP,of ,D10692769.E99,"Promoter Regions, Genetic",C0033413,bacs,promotor region,D10692769.E100,E-Cadherin,C0042172,aapp,E-cadherin
D10692769.P4,"Downregulation of the E-cadherin/catenin       complex may occur in several ways amongst which are gene mutations, methylation       of 5'CpG dinucleotides within the promotor region of E-cadherin, tyrosine       phosphorylation of beta-catenin, cell surface expression of proteoglycans       sterically hindering E-cadherin and proteolytic release of fragments from the       extracellular part of E-cadherin.",PRODUCES,NOM,expression ,D10692769.E96,Gene Mutation,C0596611,genf,gene mutations,D10692769.E103,Cell surface,C0699040,celc,cell surface
D10692769.P5,"Downregulation of the E-cadherin/catenin       complex may occur in several ways amongst which are gene mutations, methylation       of 5'CpG dinucleotides within the promotor region of E-cadherin, tyrosine       phosphorylation of beta-catenin, cell surface expression of proteoglycans       sterically hindering E-cadherin and proteolytic release of fragments from the       extracellular part of E-cadherin.",DISRUPTS,NOM,Downregulation ,D10692769.E105,E-Cadherin,C0042172,aapp,E-cadherin,D10692769.E94,catenin complex,C1167214,celc,catenin       complex
